Name, Latitude, Longitude, Image
"Amtsgericht Holzminden",51.830796,9.44956,"http://lh3.googleusercontent.com/kt6ZC_Q68wBGFauSHgtUZfu07jpbcKxnvqI9ayMmEE0O4Eo1bAUFBIxwnGaBtDdiLJEyO886qS2IIaMG0VUvW6yTGrvF"
"Wandmalerei Handwerker",51.830574,9.44737,"http://lh3.googleusercontent.com/88OUqMjNuAqopPdZ0WSO_K43oMoJ2qSq12XRfy7-AwWOi-rnQuAdQZ7XlsDvIeTFD9iXC4IUKT4odu5uw6BvmvtBS8Kj"
"Garagenmalerei: Das Pferd",51.831548,9.449119,"http://lh3.googleusercontent.com/fnUyD-Gh0bqVh2IJ4BnzDXPlJ1q2Tv8wq6wtOc27upwPHO1M7DMYRGnZx0GQm4g3SbWZ7LNt7eG2aRfRGCsvXhiCnCAl"
"Antik-Lampe",51.830155,9.449361,"http://lh3.googleusercontent.com/8lj6ttAErRghMP6iFBkGgDDAwnjQDh5ObxEaN6vs4mg1wF-0rkhC-_1GxCl7eYh5XsP9zqXmmPaEdg3uTCf1OKDQ4nsh"
"Aussichtsplattform an der Weser",51.833238,9.441227,"http://lh3.googleusercontent.com/7NaBqADdqekhY6Ci6vUZtgKJ0FUGGVtrFTJc3s_AnqN0omDU4d3KHd0cchXCNX78tp9Cr4VrjA1zaom-h8sMdz1KQ3UW"
"Florian der Feuerwehrmann",51.831152,9.445566,"http://lh3.googleusercontent.com/A96xJQOLrRYe9evGSw4E5CJ2fZVgl5RWN-wVswy5vSrXmOIcfxbtbTUrAzv8xZmskwpDmNXp4aNisvww9Gxhd2TLuqb7"
"Künstlerisch bemalte Garagen",51.830978,9.444593,"http://lh3.googleusercontent.com/0sRDnIDF_AxgZHoiCondEQ0rg-i3Ff8nPiXe1HVJiK78_PqjApojAsxzf1aCu46QoyiT1xE1WyLoPFMwD2gnZF8SULvT"
"Holzminden Silo",51.831245,9.443856,"http://lh3.googleusercontent.com/WFduqh7P0TCaCqnURNYPAHWfZNarSOOEnDdDuixD9F61iA3F5Y_7xExHDttqYWH_p3303StlvzrL1dWfmybHFF2zwC3B"
"Fassadenkunst - Maler bei der Arbeit",51.830898,9.445487,"http://lh3.googleusercontent.com/p58WBMmEQVnVdC3ironZS4DEuD7L4-CnIw67umuvMuhtS3RCS9NzVOJ8tiGIZNFSBs1FNn3XstN2w5hgf-S2pJUxAQ"
"Alter Kinderspielplatz",51.829593,9.446295,"http://lh3.googleusercontent.com/xWQLjJ6lrJLZNTxP80ursMIfCp-Ehc2jrdiMxiXWR78Ps4iqS_Oy6XK15cNjG9GPVKH15UZeCto5SXWu4n3JAq4aMjw"
"Duftsäule Apfel",51.83037,9.44472,"http://lh3.googleusercontent.com/YWBLSYJSUHwvf4L0DNUwFlehxAFxx_BrU4vyRY6w3m6xCXUlGXu-6rpoZAun6zU1Ky9K-ZJ5aWM6cAc8qRuKGvGwMUyO"
"Luther Gemeinde",51.828735,9.445033,"http://lh3.googleusercontent.com/ylyq1O5C6g-OCJq7j2WAd1fD5IPVfE0Z_X_G_0w-_O_rM8kNER4fWbD0zeQzIagNUGLhBA5Av2QETc-BResvMD8xnA4"
"Öffentlicher Bücherschrank",51.828625,9.445657,"http://lh3.googleusercontent.com/Jov_-eL_fQM_0APRPdYPTUdgjNahcBy0TZUVzS6zII8pAvNch6ONogN0fQlFJcyv1FS1ru7sevEA4wfntTgHeJkm8XXj"
"Dielenhaus 2",51.828309,9.44502,"http://lh3.googleusercontent.com/W3mdH6RZknaaPb3UuYYfBSgncMw2Va1OK8_PmSY16ZIS1SwrCU1tq6AyaDWFIoOSsLfXyn2QHKGvCcg6sCUImHKJQGU"
"Alte Schlosserei von 1894",51.829919,9.446103,"http://lh3.googleusercontent.com/NIwvHOQ35wWjlAA0cikfqqlfF5hvjKydVCj8CKXm66_A4iT3xrO_9_2QoyXsUD91dJwpZFXxctGfFvkws0akaFkLkWik"
"Altes Abthaus Holzminden",51.829093,9.445755,"http://lh3.googleusercontent.com/46deN7-QVtVCfk0d5P1PjUj-meqtuEzKoFsen3p1y9h776hni0RcecK1Nm2ocuvaM_sORyVUstX73b2vQ_lGuE-SjsXo"
"Duftsäule Salböl",51.828446,9.445808,"http://lh3.googleusercontent.com/3HqRvEE02wPaoVPsMmAgAz1b0eL-mPaeGB3siq2CbAsSrHyxmWq0w9rYlUa6Dx6TrZz7Vo5PA19mf9Ttqs3cTQ2lMw"
"Hochwasserstände seit 1645",51.828219,9.444503,"http://lh3.googleusercontent.com/oZgzbiHRLCM-7RNty2n8ZBPHtK0rc28ELjaZXKn3OZkH7fYGEiKQ-LTHE-XYXW1xQf4rpfkd24WKTVxI0pDAhr1vUXk"
"Das Dielenhaus",51.829727,9.444987,"http://lh3.googleusercontent.com/htYBtJ_EFEO2GBYavNIf-sGwWF2oCOFZ_VzrxiXVZk0z5oAi45dYuSgs6OUqGI2y1VDW--VREs9-MgCRn-1ZBMx1vg"
"Sonnenuhr",51.828588,9.445493,"http://lh3.googleusercontent.com/UycMVWLrbh2YNTPBBoE0T8ljugZTLlX8szBCBmAEYnVVC9DjAjzoVph1QET9WXwzM_JHU8Nb66PYbTAEj0B7oy925Bw"
"Metall Cycle ",51.82891,9.445576,"http://lh3.googleusercontent.com/NZq0Patn2Xnw4TxJLAK80t_BFseVrsl04yeTHjWTeiJeFXK5Ak7uOI65xkq35aY9n6LMANRnKLNldVPMHMvbOPb3CJ8"
"Infosäule Weserrenaissance",51.828343,9.445876,"http://lh3.googleusercontent.com/emdNJYQR30HJBaIwpMLsB5-bgdxfS92s9gbrTvd0N5MzfQJAsmKEY3q0kVxRTMaRXguPdVmImMqj5DvWkmPvi2CESv0"
"Wandmalerei Chocolaterie",51.827722,9.44533,"http://lh3.googleusercontent.com/kL5rz1JsflUHFhPZIOnXJE4WbYsGBPDUOe_6hspVg3PJi0AU5lnleXvbYC6RpA4adqRLyruufZqwTBIVLtr0LWeRfscV"
"Mülltonnenkunst Der Kuss",51.827268,9.445726,"http://lh3.googleusercontent.com/aRcBmKuVC9tTJws7JdA2m4PAdla_nFTtMKinb0Bmq6MNrnq3A2CNtYAqxPOZPKu4l_qqaQzbil4WtjrnG4UFgf6-c-s"
"Wellbrunnen",51.827757,9.445298,"http://lh3.googleusercontent.com/uEAi7hIP69a2Em5nwJI0QUFx2ZeCydE2FLdApCbsWOwBvxvO2TUbN_zfBHJdSZsLxnXaBCytfCU_N5LvkIH3eENueiU"
"Sehenswürdigkeiten der Stadt  ",51.827163,9.44464,"http://lh3.googleusercontent.com/ufHbI-ZSrkYt6ihQcXDZ2pPq9_7C6XVMbIQWvDBKZuCiHeH3MFTEX-z7VA2tHhRZu1MzjQjXSkqfSeGI0UViYRXBrns"
"Der Speicher",51.827241,9.44538,"http://lh3.googleusercontent.com/iFCWbnkedCrOJ38OTsoXygI3H3BuQ-9NJSTx2r2bF-6-qv0ITWBpqXbrtVw4WVyieEC7GM7mdHXqn0iITVR2IxnbNozB"
"Info-Obelisk \"Stadt Holzminden\"",51.827709,9.445944,"http://lh3.googleusercontent.com/Ixv-f07tptBuhIz1O9VYmcF92ukPezcQe-Cht7SlXZFQtzoLuDJw00ZzcEk4zBmvkgKonjWUlG07vlc6I120Rsr0ol0"
"Brunnen In Holzminden",51.827658,9.44483,"http://lh3.googleusercontent.com/Y6E5XQBbJoal1ACQ_LnIKFrR47JsDzNHxwHl-iLmP715N7n9O9G5SOKeZ5Cg60a3wj9n4SXPPcyuccGav29msnBtUgg"
"Schützenhaus am Schützenplatz",51.833684,9.443359,"http://lh3.googleusercontent.com/Gepzqo8bKxWW-E13fNviWTMW9Z8q84T6RzfTsyX5uvTHphw7A0EDtIDE8vheJvJY4O3Z4vOO-H0rrRiiC4qnybiiaSw"
"Kreuz am Wegesrand ",51.833565,9.424126,"http://lh3.googleusercontent.com/bSKdDIw4NaSSkalr6K29DNHCC62PvfOCN_8LG9D1j4xeKiDRp6KIrxBmdGN0N8z43AB6xx0ltTfGHbk7AmzdOcExQlQ"
"Schützengesellschaft Stahle von 1575 e.V.",51.83141,9.421357,"http://lh3.googleusercontent.com/o_PxKueUGwsEN5oAUpI9NvYy8Bc4KLFpM76bvlg1M5JhHhjm8t6AxTsmlTj-5piQ6w0etHgDtjqOpNO7tVdJS2v51Q"
"Marienkapelle Von 1705",51.831996,9.427306,"http://lh3.googleusercontent.com/e3QyfDCbaaLp06vwvT2p0Tk3UP5TMHYdlL4WbrKYlXfazmoA9UUPIAOWns_hlZJphnAA7ZmItKN-rEWjNFk4N8bitKM"
"Prozessionskapelle Stahle",51.833802,9.430933,"http://lh3.googleusercontent.com/DunTLlGgG6r7UlhUMxi1jH10JEVweOKi5oVo2vLwUvsE_O2VfMRZEuMx0uTHRZWKptNKDoe1KkV1Jmr2pHm3MedUrFg"
"Wandgemälde \"Wachsame Seniorin\"",51.832852,9.433183,"http://lh3.googleusercontent.com/RUJ65-lFQao4DU3QX5Ou9WDGc9b0ZiUOVXHW1x9lrymR2kNC__4YjOOcYSahemAUO_UCHcAGNEFatez4p7zVLZmhxzju"
"Kreuz und Stein",51.831255,9.435657,"http://lh3.googleusercontent.com/hfdhkiRyKyTXfa-aJHOTW5aL4ik3pB242Uxjlpj3h8UpmdiVO_Pcza7_BjnOeCvi3hP_tX8eqt96djF-tdJXfFxIxoE"
"Spielplatz am Lindenhof",51.818654,9.449122,"http://lh3.googleusercontent.com/dTOF1mlJXpCC4aaE_8fWa786L-7aPTrzg9uO1uInNt2ZCyILcBHcUe_vbv5qQcmmmPjIkxDmnDbl8iU-SyOUuZrry-c"
"Friedhof der Jüdischen Gemeinde Holzminden",51.819684,9.445779,"http://lh3.googleusercontent.com/YsY1tzJIy1tX697aLt2OsVLhsJWR7W2Av307qhgipaVGjcyEioYQ8Tg39Tu2S0GjURofN9vw5SrI74eyD4HT2YD60g"
"Infotafel jüd. Friedhof Beukampsborn",51.819958,9.445584,"http://lh3.googleusercontent.com/4I1a-Q6hYrDEW8QMZfkVws5zSqJrb0GjT1Urds7lz4n1-_ybkVH73OPoduAiy8bkWa9EqWMnyY-6OWZxP7T9vuQnHds"
"Spielplatz Hainanger Holzminden ",51.819848,9.446898,"http://lh3.googleusercontent.com/I5skPFKp0nH7awcbHb_kieXThqm0EN0NjdENRO0hVrKUf9VgkWWhBKKm6JaZOe9-pwzU8PYcG5Gaf5M8KA7c-Ri1qw"
"Ev. Freikirchliche Gemeinde Holzminden",51.820917,9.448115,"http://lh3.googleusercontent.com/Ro-pEqPq1FAWvF4XFEWgW7O7n_X7_JoVO_nvgQwjn2n4dLksrRTxTff7EMrigdrsQzirjXEWZ5dvGuDc0w-f4vCUkqA"
"Haarmann-Gruft",51.823273,9.449605,"http://lh3.googleusercontent.com/7kceziFBCzWFbdQIdPWsgGqNJ5QUkxlSPWuUCuSGKWjRe2NQuet1XSNFB-gJ66esLPgjQdQMcJB5zsSHsZyb40mr7lA"
"Der Naschgarten",51.825483,9.445584,"http://lh3.googleusercontent.com/0nk6iFiF3_axIs1DWvlxxSj7C9ZRQwK2L-Tx53mFCyjwhTz7ZbUKD3qVzssgxmMp31RoQm5wWvabKX3hggQ3hr3qWQ"
"Tilly Haus",51.826779,9.44582,"http://lh3.googleusercontent.com/2YedYbz8Zay7WBfVIgk3MZVOJWAy5q1qyQDhegXbjQqpdW3uXPLj0xNaOsbNs6q2WqGIWquL_7VPqZdcVs_5qxwim7s"
"Fürstenhaus am Haarmannplatz",51.826929,9.449782,"http://lh3.googleusercontent.com/gHT6FaCacFjpDAbbGEhDZEQI5FvrmAe5EgcJ_JS2BfXQdkIF7Rncy6qowOaFbQhhoYxbS7_9zGqd9SRBMfG9Isu6tFIJ"
"Brit. Telephonzelle",51.825015,9.448677,"http://lh3.googleusercontent.com/uRG93ry48tzqetje_UTVbpKLWs4wvbSfzFg2zyiwFH_txCZ7O-N9uqs38NEOUGt6jbDeIW45uAQUaMzNwfePzCIRKg"
"Haus Des Hafenmeisters",51.826322,9.445008,"http://lh3.googleusercontent.com/gHnS5DcVfZ3nCAcD-l7jxSXwFGvz10dMJgtJf5-G1j_51VLFYIrneo-Uh_sCNWrbR9zMZJTJV7A23vop71GZbYmDmF0"
"Historische Hafenanlage",51.826698,9.444856,"http://lh3.googleusercontent.com/0_BufVEw_KcHXQXSdC2x8H0CcyjOfUcFkBgsY0tkBVuIG-ceQsIXG1pAeIZCh8RlJqNcdh_l23mWVRM3ZLmmvT977xA"
"Duftsäule Kamille",51.82671,9.445452,"http://lh3.googleusercontent.com/NEVO5N3HUXJeA411nLN2N9Dc30fsqI5EaP_yqzh5TcavUtpFZ2WSG_AZ0_IO-_Irz4A0dT0UyfeWPrK6MPGiP7JCKIw"
"Weidenhauskolonie am Naschgarten",51.825199,9.444766,"http://lh3.googleusercontent.com/T03Wgr0ufCK82L7KKznuI8IgygwB2A0ablGCgTvHUDVi0w6v2MbjUYg_x34E_WRhHH7tXvGVbSSLmF-WVwQNG0k6yQ"
"Alter Eingang zum Felsenkeller",51.822101,9.456036,"http://lh3.googleusercontent.com/ZQVTpM2_MKiGhNtM1c8QQas2m4nPLTk0ZE2l6AiQqK8htMBkyUpCOGirjKlkjmTMFrcT1zXw6DIYG5sD8Lf92nDVArc"
"Brücke zwischen den Teichen",51.82618,9.454934,"http://lh3.googleusercontent.com/IiJBRMXR0KujSuSLoA9KZO1kSq5_t-SH28U_KpH1ZKb4wgbF71ayTZ2XsHsKX3Y1gKTfeaYkL5nUlntB8R0JXJb2IQ"
"Josefshaus",51.825279,9.455338,"http://lh3.googleusercontent.com/OCJutnAV1TNyY5c9uySu9s88tbESQhvXacfIrOmFlojDdP8MPCRkgWU0kWHGi02Fmmb5tuwXKTex24DavQAGA7IyMiI"
"Verdrehtes Klettern",51.827005,9.453626,"http://lh3.googleusercontent.com/FR414WXmlEBl-pHTOqfTuLI6wpjIdzRbnZ4yHpAyE0Ax-b7vnNor7nlAqCS1kN7xfY2b2jY9GwT2yc-B3ML_FUSAA4M5"
"Wandmalerei",51.824973,9.455003,"http://lh3.googleusercontent.com/GkUfwa2rXjPzATz0USokni3Xjuo7ZYWUwAftV6KYbDt-QotXTJtD8tJEUVlWJuy1wfkLMSPB5j2qcqyZLD4KvL4W2w"
"Eiserner Schwan",51.826509,9.455722,"http://lh3.googleusercontent.com/qoQeHf-lF8Mqig6pepePZ4e0Qdvy9h4PYaZLTo6VS0hTeCvqq_mYgJPrhegokn-DjSSOEi6tpZ_lI2VjJioWSXldKfI"
"Blutbuche",51.826392,9.454542,"http://lh3.googleusercontent.com/z78D5CEuWsYrrzIznUTtd7SDQ7vzwqRkHYKTHylM4JP8kUugcgWc0-YMshwXYTYumEzGQG__XnXDFqPXfr4d5eovX0M"
"Infotafel Kath. Pfarrgemeinde St. Josef",51.825667,9.455639,"http://lh3.googleusercontent.com/-T0BJJB7ZhP5jVE2czp-5l-A9_vubegUq24NNFAYH8nywV_cSV7KH7TC9zlw1hkcc0AUAjFCI02_8dikDEoUzvhbUHk2"
"Turm der Steine ",51.82646,9.453021,"http://lh3.googleusercontent.com/ZA26O0fZdcYdUwe9_ecwjPLkGMG8Qd_BP1tOZKndlMXpWW_Bj8RoSEQZnpvH8EAe7lgm0BCQ83C0nnJn-FSpQ9LYWhc"
"Treffpunkt am Teich",51.826287,9.453788,"http://lh3.googleusercontent.com/-9KgBJLETLYq-D4D7sNLuBlR_OSFMw1t_0PkAXa_ZXSfAXd5nDqz-hZnOEy5ve-Cuvb0Z52NtV3shrDWaAlkj-sHgA"
"Spielplatz an den Teichen",51.826745,9.453806,"http://lh3.googleusercontent.com/FZMsR_-kVZVypJAtInFrzNi5AYAGWWV2mle2OuVVoggaYMuhbCPZeQJFeDvsU7myuWBHUh-CZNvfPnBdggXgI3dT5g"
"Gedenktafel zur Wiedervereinigung ",51.82597,9.454752,"http://lh3.googleusercontent.com/8gLDDwzXS5Ns9Qd9Lfr2RDtGEg95bUPZ709X_ltgpz7Z8FQugiGHqX0-IWEIP_QTixZWKytzFxXtbkQnIxxlqPKSypA"
"Fürst Otto von Bismarck",51.826471,9.455254,"http://lh3.googleusercontent.com/ShDWwvJ5xSfhK5VcypdpVbk1qw-bpWWLCgCthlM0YjgrOEJ-o2jUGV4zw_GDN8_85ASgLIdw0-wZVyz-MBT_CjYCjpA"
"Kreuz Im Park",51.82289,9.450908,"http://lh3.googleusercontent.com/5IvsHSkq-cwxIsXE4EnSb3b2KAWPCEthDWgU3NQwkp2dKyYpHEyuUvVrZ3q5LZ_coxqytzFX7qEZwHiCw_lD81Q9Kg"
"Gedenkstein 1870-1871",51.823156,9.450365,"http://lh3.googleusercontent.com/v0vyVhLpXwDXOVlBD7ONIfPvNAoXxtd0FgOYOIwu3QmcPH-sW39g-kZesTQUnqW2z9taM1NehosJooZkgQNw64tKDQ"
"Gedenktafel Im Park ",51.82306,9.450622,"http://lh3.googleusercontent.com/Dx0dBaO7O8xpPtTYAMhooNFAjNlJGAws0zFOBSrUf65rcXVJuZjkl_k2bl_VGbPYeFg5uRHfpJDZQ8658QxRuHM_SKw"
"Patronus",51.826969,9.450447,"http://lh3.googleusercontent.com/1ukjrl6FtSnldrAG3RII7okQNzKeVjmqHYLsItSm8wb0u2yy24yUbXllHPbhOxyO68Sjm8FWgaUgOQyGRKUXhtfCUvQ"
"Wehr Zeitpunkt",51.826767,9.451231,"http://lh3.googleusercontent.com/dPG8Yn2Zy6yns4rYnKZDTmH0M0bvpXA6hF5Eg7yIHbi74CRa0bROOW0QRyf6WiD1SNHsasKncCWrBe-JR8m9Y4wwug"
"HAWK Bibliothek",51.82656,9.451276,"http://lh3.googleusercontent.com/YThmcHcU190NVdi37uUMDCa6dQ834T_ioGw1dgNjdslD5SkOSfeGb2XpyQS03eCiL5kJMBWcq8T7B-ajCap2V_rsNw1r"
"Kerbstein-Kunst",51.826597,9.452425,"http://lh3.googleusercontent.com/Zkah-MgU0u6XREVJOVWZgId4914G33cPaOFX8S-KfnRDg0tfn6gLcBGOCARnHlxAzU8jsH6Dh3ujaI1pOr9NloZpr5Y"
"Deutsche Eiche Holzminden",51.826302,9.452514,"http://lh3.googleusercontent.com/VnliGfJezoIv-Otc6tlWzAZB94gd_xnm97IstRLPvF5WyNrLyPCWnvDkE_GbUzpJfMD52MjD3jTKa2HSy5612N9QN-Q"
"Grenzstein Altendorf Holzminden 1988",51.826057,9.460613,"http://lh3.googleusercontent.com/rbEy_NtrLz-rxgzvqpKQ5MGmatAhsMZlm4Ljzqmfnn7bWOUv96Cqv4Rh7aevBZA_uRwahKZF7O8kGwjfiXQSscEmf18Q"
"Freimaurerloge FREI und OFFEN i.O. Holzminden",51.822656,9.452434,"http://lh3.googleusercontent.com/AFB5FL6oLj32fJEnX2cLMPnw3x_E88KDJ8avlk2NDSpXL9qfPJM-qAbKMUj7bIj-Mfh1a_xAkbdtrL0n9qi6sGGFjQ"
"Gedenktafel 1939-1945",51.822332,9.451755,"http://lh3.googleusercontent.com/AD0RV8ZnN00vFy1A2j8Bn929mWAe5_mwtpv7-b6FhcbT3MqmKLVCrt_yimNczxA6St8FKkd690qoEqmozrL0sw8DFeSJ"
"Krieger Denkmal 1914-1918",51.822655,9.451677,"http://lh3.googleusercontent.com/vm2tWQKeo3RaQfRFofQ7Srt8SXS7fPZuvr6cGczaqOolBAMcOPa1DfUGgKl-xpEHB22rhGzDKmyvSMub-yINnq8_1pc"
"Kaufmanns Turm",51.826751,9.45665,"http://lh3.googleusercontent.com/_aUo-62wb6IFD6VQYsxvkBzX9XU2p6oUhcEFRsvKwrU2NLZmbs1-s-T4yxHxJ8m8LEsKdNFM8cIvl5GXtPmJUKMmrYI"
"St. Josef Kirche",51.825261,9.455861,"http://lh3.googleusercontent.com/fXMXd31xNC7dyR2cFfXG3JjL9MjVBzGCz3876ZSJtoHb3tS2CBvwfPDo0BjAGRCStK0qD4bjN8DbBbQgf56nTA8j4w"
"Glockenturm Holzminden",51.825467,9.456387,"http://lh3.googleusercontent.com/IsFmBHWxno_1RxMpemJ0_z9WFBvyrDaX-OCyz1EBd1zwYjYXqO3iynrm7R3x4-HCWxYyk68vlSYyM-JPOdFlDb4FmoA"
"Eisenkunstwerk mit Kreuzjesu",51.820276,9.458128,"http://lh3.googleusercontent.com/_jkZo74aL4MkuTnv4Gvpk5EWHzZa04L6xSWRt7j-1qb559RQux0HXO0A4numzdgQH1lx4DeOnM5ZafC0lOrtG6WKiQyA"
"Kaskadenbrunnen",51.821303,9.452969,"http://lh3.googleusercontent.com/2tea3jG4zQW923lr16AcN3EBM0f7UpCloxODqQt1BCBiRGxmZB0oqtl5cOIv5Ntc8-gmE-yUgbD5xqUwSfeJKHFh-mk"
"Bahnhof Holzminden",51.820139,9.453237,"http://lh3.googleusercontent.com/btRJMdG_BBMVyUtbI4GipHiTQ-4b9KF1i7pFcKC7uKdMZYlSU_IeW54dpV6riNcFTWDgJH_ShMAn8gnxo886D23q7Q"
"Altes Bahnhofsgebäude",51.821148,9.453774,"http://lh3.googleusercontent.com/Q-pSK62VQhoBX1RNrD4jVvw--A_ZT6g1JAk2bL49LWiASId5EAotguaEHW7yF4yMMrcNaBllWhcUooah_uPEzEJFwfs"
"Spielplatz Twierweg",51.835546,9.423227,"http://lh3.googleusercontent.com/Kx53ZvDPBmzHMFwCJ8IBKTGRBI7KLWoDMy_-7xO70McQhfe1ihvoCDPE97EuZYkHvY6yD7qxsV67CIViHNjWnqFM2sdI"
"Friedhofskapelle Stahle",51.837671,9.42729,"http://lh3.googleusercontent.com/cYLmTP4df5ROTi_Im4XCuAuNJya84gmyI7frCmbxroxUIbk09ADbqS0BOb8ZNWtdtP8sS_f88ijnTnhbwUEOIF6AtVYU"
"Prozessionskapelle Anno 1754",51.836693,9.427387,"http://lh3.googleusercontent.com/O6bRE3yexRLr0rLz2A_zvfLrSqYRDa1Qrpnx5UNbiycrWZgtpO9Vhl8oT-yBK9hsTkk6L-Wpb3RHD1w7FR_nML6BXUI"
"Infotafel: Projektgelände Jugendwerkstatt",51.818667,9.451828,"http://lh3.googleusercontent.com/vSnxLyN2Xkc2jPIeWSburg0ZszN8O6f8lCSxzaM2cySGhiaSAPu6od47aD5UdqP4QsLmltePrAIR8JPHUFOexnPyhnI"
"Alte Signalanlage",51.820111,9.453068,"http://lh3.googleusercontent.com/XZo4gGAf0m5LLA6i8ijTttiOfJB88HQmFZLMK6frqLEzeLYOcMIAdT6v8-CTHkfswQMCOPsiUSFmZSgCQokqkAi4Cw"
"Königreichssaal Holzminden",51.835007,9.451196,"http://lh3.googleusercontent.com/xGVphxmjNX0EYb-mJY2iEGurHztGC0Kln-hxbAGMO3rctStjUrvQKPwvcJXUOUm_Ai6-9_z6oVwrAro6ylTBapCuSkU"
"Denkmalgeschützter Torbogen",51.834199,9.45136,"http://lh3.googleusercontent.com/mHE_xLaAHJOs-7qjK6gtdTqPpw0j1nl4V2cwXO1i7LVj_05TcjlomY6jbTUZ9ZbGDRhyQgMoRu20TEpPVEcecnmitZI"
"Garagenkunst Tierwelt",51.834513,9.453984,"http://lh3.googleusercontent.com/hadv_B0mj9XuXwu0ccDJWRQKwSuT9qSfhEKkKi8jfubSWnORVhzfp5eiChU7lmiJTrgWwiK9v9u0-y8GTwyLxArgZVk"
"In deine Hände Wandgemälde",51.83422,9.453453,"http://lh3.googleusercontent.com/o4_xEQM0-uBZjWpPGJQjojPuUWQXtXe4FTSKLjOGL1wfd7-PglwPfZqFoe62Ed5t3_eIXMQ2W-JlB71nlvqDMFP7f2Q"
"Glockenturm aus Holz",51.83715,9.459966,"http://lh3.googleusercontent.com/pd228Z5wdUAOa7avUHnxTdXVPiAwgKfzslG4v1iP8cxM-0wIWlEnTlWNPORLKbkUHZO82syqaeLPl6ti3pq716OOtMo"
"Geschichts- und Erinnerungstafel Holzminden",51.835723,9.460828,"http://lh3.googleusercontent.com/Hdj1hF6hVb8t_r_9KsXxFeuslsxHd6EjHwsfpmk77K5LkUQmsHkcO2OtKxtDC5sdSViNX7eBrUJ7bxDn9qBZWpleyHE"
"Geschichtstafel Holzminden 2: Verstorbene Deutsche Soldaten",51.836199,9.460317,"http://lh3.googleusercontent.com/arYqACY0PX_t3JQPVYKDL3i4lT5OiBV7VlYGCd-2gp7gLwsD09U2KWueRomF64wGngmGfTXqzspQgdqJQK-Li0CvMb4"
"Geschichtstafel 4: Ungarisches Gräberfeld",51.83656,9.460772,"http://lh3.googleusercontent.com/TpcWhct69Y3ybZ8tG2lBb3PmiVghOIKuL9md8WcqhjCuHoHNJG_cugCTgrpPfOfBuXtMkKopQ8bavDvK4B9rehCTMQE"
"Geschichtstafel Holzminden 1: Opfer Der Luftangriffe ",51.835887,9.459926,"http://lh3.googleusercontent.com/qg9p-tKf-SVY0KuuinrDaRz_yO8hsIFBS8XkqJvOTIxzQPq5SJwI4N1v05flwd7scwkYPQDDgAAJ-VrlUQg-ovFPYA"
"Alte Friedhofskapelle",51.83594,9.460788,"http://lh3.googleusercontent.com/0l1pl72QgImWHlWBpwMuERuOBXlf-SUiSeXPZqRJpurdFsK1Sk_hHkW1XBszfav1XvNzMdlI6UOfhSRYF0HEHKznGwlb"
"Kriegerdenkmal Stadtfriedhof",51.836641,9.460198,"http://lh3.googleusercontent.com/fOVKCdW-BaV0QEMCw3uvA_yZfmZ7gXKEtvWn2YCFw2Vr02vGooOdPLm3RIc8G3wPieTamFRDo7nod-hZbR_qQHMospyP"
"Kinderspielplatz Steinacker",51.836313,9.455853,"http://lh3.googleusercontent.com/UG2gKeWBplTj2pId30H2SyxrpgiiuDU-cQT2koNR40OCKWwy8KDynwR3tMJ4Q2QiEhGM17cik8gIZFKVCiXM6lzfhOs"
"Kleingärtner-Verein Kiekenstein-e.V.",51.837181,9.455858,"http://lh3.googleusercontent.com/odMmreH03IbONG4yQw7BnsQYURzAhnWWPlKEqMjBebZBmjfFKhKnOHWnlvowP31AGc5uGgHwfCKRtSJKbP3KyxN_W3U"
"Neue Friedhofskapelle Holzminden",51.837443,9.460053,"http://lh3.googleusercontent.com/RKad-JcW5nAgxY9TU2S8iF3ApheOuEX8kJRhRZiYSJDxdeGyU5FAMaFiay3bEYW8zSuBe3G7--FCppowT8ljboFfTg"
"Geschichtstafel Holzminden 6: Jüdischer Friedhof",51.835896,9.461392,"http://lh3.googleusercontent.com/Y5JNvnvQwwFbgD_C_QTla1XkXPKezRhKvKMtNuT5LxINTrZY_prYpF7B1K6sGE043Vo_wAndHOv-efMzUlk4Dh5FmbA"
"Spiegelpyramide",51.837046,9.461568,"http://lh3.googleusercontent.com/Yhh4JlfssseV9-_AgERYP5TULgKwmLY-v2YGsR0bP-IN_Lj7ZUceTTvNg6_QC0-TytSANlcV96LfIYwJV_AAQrJzERo"
"St. Michaelisgemeinde Holzminden",51.834849,9.465083,"http://lh3.googleusercontent.com/mqlygL1tqWKBz_r1ekda-F2KQ7qixO28F7EkW9nW04g0jwhnO788wNsvEe8W1TjLED2K04rfw6CuYx5hE8ZUrU7y_Xc"
"Kletterburg Holzminden",51.835608,9.46579,"http://lh3.googleusercontent.com/1HFWDxgiJdTocz4Qypkwyv1elFUIuM6Wj8rIrvAQe9sRbc6-HK5WpiPvsvMiuEDJBT9exnZkKfyF8vW7tQeKdQOaCN8"
"Kleines Spielgerüst",51.837622,9.463772,"http://lh3.googleusercontent.com/ukyfL_67Ke7coYEVa030jKogEwZF8lj-vrsz00IayltdllGLt6ygsgw2_EGPlfNMiCIEybHQjL6_XKpxlyVk_pR9nPCK"
